InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
539745,21035,SET/2 RED RETROSPOT TEA TOWELS ,1,21/12/10 15:21,5.91,,United Kingdom
544942,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,25/02/11 10:29,1.65,15544,United Kingdom
566988,22191,IVORY DINER WALL CLOCK,2,16/09/11 10:56,8.5,16709,United Kingdom
540550,21123,SET/10 IVORY POLKADOT PARTY CANDLES,24,10/01/11 9:11,1.25,12539,Spain
546731,22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,48,16/03/11 11:39,2.55,13089,United Kingdom
578065,22337,ANGEL DECORATION PAINTED ZINC ,8,22/11/11 15:41,0.63,,United Kingdom
542794,20719,WOODLAND CHARLOTTE BAG,1,01/02/11 10:56,1.63,,United Kingdom
580956,84029E,RED WOOLLY HOTTIE WHITE HEART.,2,06/12/11 14:23,4.25,17841,United Kingdom
540953,22332,SKULLS PARTY BAG + STICKER SET,1,12/01/11 13:16,1.65,14587,United Kingdom
540646,21033,JUMBO BAG CHARLIE AND LOLA TOYS,15,10/01/11 14:32,2.51,,United Kingdom
538630,21106,CREAM SLICE FLANNEL CHOCOLATE SPOT ,6,13/12/10 13:25,2.95,14565,United Kingdom
577508,85034C,3 ROSE MORRIS BOXED CANDLES,6,20/11/11 12:45,1.25,18127,United Kingdom
575918,21012,ANTIQUE ALL GLASS CANDLESTICK,4,11/11/11 16:58,2.1,17191,United Kingdom
573414,23197,SKETCHBOOK MAGNETIC SHOPPING LIST,2,30/10/11 16:15,1.45,16877,United Kingdom
580977,23545,WRAP RED VINTAGE DOILY,25,06/12/11 15:32,0.42,16569,United Kingdom
542607,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,2,30/01/11 13:48,8.5,13148,United Kingdom
543470,22607,WOODEN ROUNDERS GARDEN SET ,4,08/02/11 14:58,9.95,16951,United Kingdom
545227,21095,SET/6 POSIES PAPER PLATES,12,01/03/11 9:35,0.85,12428,Finland
565727,22327,ROUND SNACK BOXES SET OF 4 SKULLS,6,06/09/11 11:58,2.95,13158,United Kingdom
574298,85066,CREAM SWEETHEART MINI CHEST,1,03/11/11 15:56,24.96,,United Kingdom
550333,21755,LOVE BUILDING BLOCK WORD,3,17/04/11 14:06,5.95,15410,United Kingdom
561862,22744,MAKE YOUR OWN MONSOON CARD KIT,1,31/07/11 10:38,2.95,15569,United Kingdom
573314,22487,WHITE WOOD GARDEN PLANT LADDER,1,28/10/11 17:26,9.95,16987,United Kingdom
572192,22138,BAKING SET 9 PIECE RETROSPOT ,2,21/10/11 11:30,4.95,18118,United Kingdom
547663,84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,3,24/03/11 13:16,2.95,16022,United Kingdom
564359,85054,FRENCH ENAMEL POT W LID,1,24/08/11 16:02,2.95,14056,United Kingdom
547971,20978,36 PENCILS TUBE SKULLS,1,28/03/11 16:37,1.25,17917,United Kingdom
563924,21992,VINTAGE PAISLEY STATIONERY SET,2,21/08/11 14:32,1.25,15984,United Kingdom
573333,22779,WOODEN OWLS LIGHT GARLAND ,8,30/10/11 11:34,4.25,12483,Sweden
546999,47566,PARTY BUNTING,50,18/03/11 13:47,4.15,17133,United Kingdom
580876,84821,DANISH ROSE DELUXE COASTER,4,06/12/11 12:12,0.19,14071,United Kingdom
561632,22726,ALARM CLOCK BAKELIKE GREEN,4,28/07/11 14:30,3.75,15639,United Kingdom
550804,21658,GLASS  BEURRE DISH,4,20/04/11 15:32,3.95,16676,United Kingdom
564061,22193,RED DINER WALL CLOCK,1,22/08/11 14:38,8.5,14505,United Kingdom
568712,82482,WOODEN PICTURE FRAME WHITE FINISH,2,28/09/11 15:50,2.95,17841,United Kingdom
553162,22386,JUMBO BAG PINK POLKADOT,1,13/05/11 15:53,4.13,,United Kingdom
571556,21238,RED RETROSPOT CUP,8,18/10/11 9:24,0.85,12662,Germany
571931,16219,HOUSE SHAPE PENCIL SHARPENER,1,19/10/11 16:59,0.83,,United Kingdom
547063,22708,WRAP DOLLY GIRL,25,20/03/11 13:33,0.42,14769,United Kingdom
537265,21162,TOXIC AREA  DOOR HANGER ,1,06/12/10 11:26,1.45,15919,United Kingdom
569528,23366,SET 12 COLOURING PENCILS DOILY,24,04/10/11 14:53,0.65,16242,United Kingdom
551007,20975,12 PENCILS SMALL TUBE RED RETROSPOT,2,26/04/11 9:49,1.25,,United Kingdom
571913,21915,RED  HARMONICA IN BOX ,12,19/10/11 15:29,1.25,18210,United Kingdom
563195,85099B,JUMBO BAG RED RETROSPOT,14,12/08/11 16:36,4.13,,United Kingdom
556780,21107,CREAM SLICE FLANNEL PINK SPOT ,3,14/06/11 12:46,2.95,14524,United Kingdom
566213,21181,PLEASE ONE PERSON METAL SIGN,12,09/09/11 15:09,2.1,14895,United Kingdom
571508,21877,HOME SWEET HOME MUG,3,17/10/11 15:27,3.29,,United Kingdom
548309,10120,DOGGY RUBBER,1,30/03/11 12:02,0.21,16657,United Kingdom
538662,21065,BOOM BOX SPEAKER GIRLS,24,13/12/10 15:44,1.25,15159,United Kingdom
562218,22568,FELTCRAFT CUSHION OWL,4,03/08/11 14:07,3.75,13851,United Kingdom
564975,23171,REGENCY TEA PLATE GREEN ,2,31/08/11 15:35,1.65,17097,Spain
571224,23157,SET OF 6 NATIVITY MAGNETS ,12,14/10/11 13:41,2.08,13136,United Kingdom
573133,22423,REGENCY CAKESTAND 3 TIER,6,27/10/11 16:58,12.75,15288,United Kingdom
541873,22605,WOODEN CROQUET GARDEN SET,2,24/01/11 9:52,14.95,14368,United Kingdom
539760,21292,SMALL STRIPES CHOCOLATE GIFT BAG ,16,21/12/10 17:16,0.85,17400,United Kingdom
577475,22508,DOORSTOP RETROSPOT HEART,4,20/11/11 11:30,3.75,15152,United Kingdom
567186,20983,12 PENCILS TALL TUBE RED RETROSPOT,2,18/09/11 16:04,0.85,17073,United Kingdom
539742,22697,GREEN REGENCY TEACUP AND SAUCER,1,21/12/10 15:20,5.91,,United Kingdom
573501,22383,LUNCH BAG SUKI DESIGN ,4,31/10/11 12:02,1.65,18055,United Kingdom
573328,22628,PICNIC BOXES SET OF 3 RETROSPOT ,1,30/10/11 11:09,4.95,16601,United Kingdom
546892,22178,VICTORIAN GLASS HANGING T-LIGHT,10,17/03/11 18:20,2.46,,United Kingdom
545227,35810A,ENAMEL PINK COFFEE CONTAINER,6,01/03/11 9:35,2.1,12428,Finland
572861,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,6,26/10/11 12:46,1.45,14102,United Kingdom
551437,22432,WATERING CAN PINK BUNNY,6,28/04/11 15:13,1.95,13725,United Kingdom
580272,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,3,02/12/11 12:52,0.42,15547,United Kingdom
544998,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,5,25/02/11 11:56,1.95,14470,United Kingdom
559025,23203,JUMBO BAG DOILEY PATTERNS,10,05/07/11 13:56,2.08,16338,United Kingdom
C543643,22866,HAND WARMER SCOTTY DOG DESIGN,-1,10/02/11 17:44,2.1,16161,United Kingdom
575875,82551,LAUNDRY 15C METAL SIGN,1,11/11/11 13:06,2.46,,United Kingdom
542995,48194,DOORMAT HEARTS,2,02/02/11 12:09,7.95,13728,United Kingdom
541827,20717,STRAWBERRY SHOPPER BAG,73,21/01/11 17:05,0.83,,United Kingdom
574308,23351,ROLL WRAP 50'S CHRISTMAS,12,03/11/11 16:45,1.25,16409,United Kingdom
560644,20717,STRAWBERRY SHOPPER BAG,10,20/07/11 11:22,1.25,16271,United Kingdom
550212,22424,ENAMEL BREAD BIN CREAM,1,15/04/11 10:41,24.96,,United Kingdom
569224,23264,SET OF 3 WOODEN SLEIGH DECORATIONS,1,02/10/11 14:00,1.25,15701,United Kingdom
557128,82482,WOODEN PICTURE FRAME WHITE FINISH,1,16/06/11 19:49,2.55,14765,United Kingdom
576899,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,6,17/11/11 8:49,4.95,14911,EIRE
560283,21658,GLASS  BEURRE DISH,4,18/07/11 8:32,3.95,,EIRE
567673,21094,SET/6 RED SPOTTY PAPER PLATES,2,21/09/11 15:43,0.83,,United Kingdom
551250,47422,ASSORTED MONKEY SUCTION CUP HOOK,2,27/04/11 12:00,0.42,17841,United Kingdom
540288,22890,NOVELTY BISCUITS CAKE STAND 3 TIER,2,06/01/11 12:45,9.95,17634,United Kingdom
540468,84378,SET OF 3 HEART COOKIE CUTTERS,2,07/01/11 13:55,2.51,,United Kingdom
553714,21714,CITRONELLA CANDLE GARDEN POT,6,18/05/11 15:55,1.25,16987,United Kingdom
539049,22355,CHARLOTTE BAG SUKI DESIGN,10,15/12/10 16:21,0.85,15615,United Kingdom
536531,22726,ALARM CLOCK BAKELIKE GREEN,9,01/12/10 13:23,3.75,15485,United Kingdom
581480,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,09/12/11 9:07,2.08,14441,United Kingdom
563377,21452,TOADSTOOL MONEY BOX,3,16/08/11 10:44,2.95,15002,United Kingdom
566284,85099C,JUMBO  BAG BAROQUE BLACK WHITE,10,11/09/11 14:49,2.08,14825,United Kingdom
572552,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,2,24/10/11 17:07,6.63,14096,United Kingdom
569224,22637,PIGGY BANK RETROSPOT ,1,02/10/11 14:00,2.55,15701,United Kingdom
548529,22726,ALARM CLOCK BAKELIKE GREEN,4,31/03/11 16:56,3.75,18223,United Kingdom
567656,21975,PACK OF 60 DINOSAUR CAKE CASES,1,21/09/11 14:40,1.25,14096,United Kingdom
541864,85099B,JUMBO BAG RED RETROSPOT,100,23/01/11 16:17,1.65,13798,United Kingdom
560688,23312,VINTAGE CHRISTMAS GIFT SACK,1,20/07/11 11:54,4.15,16393,United Kingdom
580306,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,02/12/11 14:29,2.95,14250,United Kingdom
562570,21584,RETROSPOT SMALL TUBE MATCHES,100,07/08/11 12:10,1.65,14079,United Kingdom
555397,84988,SET OF 72 PINK HEART PAPER DOILIES,2,02/06/11 17:26,2.92,,United Kingdom
574387,23493,VINTAGE DOILY TRAVEL SEWING KIT,10,04/11/11 11:04,1.95,12944,United Kingdom
554494,15044C,PURPLE PAPER PARASOL,2,24/05/11 14:00,2.95,16327,United Kingdom
562393,23335,EGG FRYING PAN IVORY ,6,04/08/11 16:17,2.08,18172,United Kingdom
551731,21914,BLUE HARMONICA IN BOX ,12,04/05/11 9:57,1.25,14307,United Kingdom
575071,22386,JUMBO BAG PINK POLKADOT,10,08/11/11 13:01,2.08,12990,United Kingdom
541015,21136,PAINTED METAL PEARS ASSORTED,8,13/01/11 11:57,1.69,16315,United Kingdom
551006,21700,BIG DOUGHNUT FRIDGE MAGNETS,1,26/04/11 9:48,8.29,,United Kingdom
576665,21889,WOODEN BOX OF DOMINOES,1,16/11/11 11:46,1.25,17841,United Kingdom
556183,21922,UNION STRIPE WITH FRINGE  HAMMOCK,4,09/06/11 11:37,7.95,13134,United Kingdom
547358,22859,EASTER TIN BUNNY BOUQUET,2,22/03/11 12:25,1.65,15998,United Kingdom
580983,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,1,06/12/11 16:26,10.79,,United Kingdom
576933,84375,SET OF 20 KIDS COOKIE CUTTERS,2,17/11/11 11:29,2.1,15529,United Kingdom
580133,23598,PAPER BUNTING VINTAGE PARTY,6,01/12/11 18:43,2.95,15531,United Kingdom
543802,22470,HEART OF WICKER LARGE,3,13/02/11 12:03,2.95,13742,United Kingdom
550499,22037,ROBOT BIRTHDAY CARD,1,18/04/11 15:16,0.83,,United Kingdom
569568,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,6,05/10/11 9:57,3.25,12700,France
559552,21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,1,10/07/11 16:29,1.69,16014,United Kingdom
556428,22752,SET 7 BABUSHKA NESTING BOXES,1,10/06/11 13:23,16.63,,United Kingdom
569254,22866,HAND WARMER SCOTTY DOG DESIGN,2,03/10/11 11:00,2.1,18116,United Kingdom
569224,22093,MOTORING TISSUE BOX,3,02/10/11 14:00,0.39,15701,United Kingdom
579949,23498,CLASSIC BICYCLE CLIPS ,12,01/12/11 11:00,1.45,16700,United Kingdom
567024,22111,SCOTTIE DOG HOT WATER BOTTLE,1,16/09/11 11:23,12.46,,United Kingdom
564838,23144,ZINC T-LIGHT HOLDER STARS SMALL,2,30/08/11 12:43,1.63,,United Kingdom
572913,21817,GLITTER CHRISTMAS TREE,4,26/10/11 16:21,0.39,15993,United Kingdom
576463,21695,SMALL SILVER FLOWER CANDLE POT,6,15/11/11 11:37,2.95,17974,United Kingdom
559024,15036,ASSORTED COLOURS SILK FAN,12,05/07/11 13:38,0.83,16616,United Kingdom
C568579,21314,SMALL GLASS HEART TRINKET POT,-1,28/09/11 9:45,2.1,14934,Channel Islands
546108,22714,CARD BIRTHDAY COWBOY,12,09/03/11 12:35,0.42,15529,United Kingdom
580367,22150,3 STRIPEY MICE FELTCRAFT,1,02/12/11 16:39,4.13,,United Kingdom
541508,22385,JUMBO BAG SPACEBOY DESIGN,1,18/01/11 16:06,4.96,,United Kingdom
553549,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,17/05/11 16:09,5.79,,United Kingdom
571797,22843,BISCUIT TIN VINTAGE GREEN,1,19/10/11 11:41,13.29,,United Kingdom
559923,21455,PAINTED YELLOW WOODEN DAISY,1,13/07/11 16:07,0.83,,United Kingdom
573274,22111,SCOTTIE DOG HOT WATER BOTTLE,1,28/10/11 13:10,12.46,,United Kingdom
547386,22666,RECIPE BOX PANTRY YELLOW DESIGN,1,22/03/11 15:52,5.79,,United Kingdom
577837,23571,TRADITIONAL NAUGHTS & CROSSES,12,22/11/11 10:30,1.65,14834,United Kingdom
536973,21164,HOME SWEET HOME METAL SIGN ,12,03/12/10 13:43,2.95,17787,United Kingdom
576563,22082,RIBBON REEL STRIPES DESIGN ,10,15/11/11 13:27,1.65,17564,United Kingdom
564733,20972,PINK CREAM FELT CRAFT TRINKET BOX ,1,28/08/11 13:18,1.25,17841,United Kingdom
580723,82581,TOILET METAL SIGN,25,05/12/11 17:09,0.55,15856,United Kingdom
577078,22309,TEA COSY RED  STRIPE,1,17/11/11 15:17,4.96,,United Kingdom
555348,20748,KENSINGTON COFFEE SET,2,02/06/11 12:06,12.75,15184,United Kingdom
548983,22361,GLASS JAR DAISY FRESH COTTON WOOL,1,05/04/11 12:30,2.95,16906,United Kingdom
568100,21889,WOODEN BOX OF DOMINOES,12,23/09/11 15:20,1.25,15475,United Kingdom
537826,22966,GINGERBREAD MAN COOKIE CUTTER,1,08/12/10 14:38,1.25,15581,United Kingdom
551174,22501,PICNIC BASKET WICKER LARGE,1,26/04/11 17:02,20.79,,United Kingdom
547871,17012C,ORIGAMI LAVENDER INCENSE/CANDL SET ,5,27/03/11 14:28,2.55,16931,United Kingdom
562539,21948,SET OF 6 CAKE CHOPSTICKS,4,05/08/11 15:30,1.25,17220,United Kingdom
564838,82494L,WOODEN FRAME ANTIQUE WHITE ,6,30/08/11 12:43,2.95,,United Kingdom
574484,23295,SET OF 12 MINI LOAF BAKING CASES,8,04/11/11 12:50,0.83,14388,United Kingdom
539324,21034,REX CASH+CARRY JUMBO SHOPPER,7,16/12/10 19:51,0.95,14985,United Kingdom
562717,18094C,WHITE AND BLUE CERAMIC OIL BURNER,2,08/08/11 15:42,2.46,,United Kingdom
551400,22355,CHARLOTTE BAG SUKI DESIGN,10,28/04/11 13:18,0.85,17160,United Kingdom
562053,21524,DOORMAT SPOTTY HOME SWEET HOME,10,02/08/11 12:11,6.75,16701,United Kingdom
575188,20682,RED RETROSPOT CHILDRENS UMBRELLA,6,09/11/11 9:07,3.25,16759,United Kingdom
568564,21926,RED/CREAM STRIPE CUSHION COVER ,4,27/09/11 17:03,1.25,17576,United Kingdom
540185,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,12,05/01/11 13:41,0.95,14653,United Kingdom
581398,23355,HOT WATER BOTTLE KEEP CALM,24,08/12/11 13:26,4.15,17243,United Kingdom
578275,22890,NOVELTY BISCUITS CAKE STAND 3 TIER,1,23/11/11 13:46,9.95,15916,United Kingdom
579188,15036,ASSORTED COLOURS SILK FAN,12,28/11/11 15:34,0.83,12748,United Kingdom
566952,20725,LUNCH BAG RED RETROSPOT,4,15/09/11 16:37,4.13,,United Kingdom
562420,22567,20 DOLLY PEGS RETROSPOT,1,04/08/11 16:38,2.92,,United Kingdom
549100,85049g,CHOCOLATE BOX RIBBONS ,1,06/04/11 11:14,2.46,,United Kingdom
536876,21439,BASKET OF TOADSTOOLS,2,03/12/10 11:36,2.51,,United Kingdom
538849,85231B,CINAMMON SET OF 9 T-LIGHTS,3,14/12/10 13:31,0.85,14415,United Kingdom
538652,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,6,13/12/10 15:12,0.85,17890,United Kingdom
536582,22534,MAGIC DRAWING SLATE SPACEBOY ,24,01/12/10 16:21,0.42,12947,United Kingdom
569523,22845,VINTAGE CREAM CAT FOOD CONTAINER,1,04/10/11 14:41,6.35,16033,United Kingdom
580632,22114,HOT WATER BOTTLE TEA AND SYMPATHY,1,05/12/11 12:16,4.25,16360,United Kingdom
577500,20618,QUEEN OF THE SKIES PASSPORT COVER ,1,20/11/11 12:30,2.1,14052,United Kingdom
575177,21494,ROTATING LEAVES T-LIGHT HOLDER,6,08/11/11 18:41,2.46,,United Kingdom
570872,21014,SWISS CHALET TREE DECORATION ,4,12/10/11 16:40,0.83,,United Kingdom
574532,22610,PENS ASSORTED FUNNY FACE,36,04/11/11 14:19,0.19,15676,United Kingdom
580519,22746,POPPY'S PLAYHOUSE LIVINGROOM ,1,04/12/11 14:51,3.29,,United Kingdom
576857,23338,EGG FRYING PAN RED ,1,16/11/11 15:52,2.08,12748,United Kingdom
553535,22417,PACK OF 60 SPACEBOY CAKE CASES,24,17/05/11 15:17,0.55,,EIRE
539653,22904,CALENDAR PAPER CUT DESIGN,4,20/12/10 16:50,2.95,13564,United Kingdom
573381,23247,BISCUIT TIN 50'S CHRISTMAS,2,30/10/11 14:05,2.89,17590,United Kingdom
570416,23081,GREEN METAL BOX ARMY SUPPLIES,2,10/10/11 13:30,8.25,15608,United Kingdom
549525,23182,TOILET SIGN OCCUPIED OR VACANT,1,08/04/11 15:44,2.46,,United Kingdom
557974,84997A,CHILDRENS CUTLERY POLKADOT GREEN ,10,24/06/11 10:31,4.15,14541,United Kingdom
538078,21035,SET/2 RED RETROSPOT TEA TOWELS ,2,09/12/10 14:25,2.95,16255,United Kingdom
575726,23319,BOX OF 6 MINI 50'S CRACKERS,2,10/11/11 19:12,2.49,16791,United Kingdom
579011,20713,JUMBO BAG OWLS,20,28/11/11 9:40,2.08,15078,United Kingdom
575681,21212,PACK OF 72 RETROSPOT CAKE CASES,2,10/11/11 15:32,0.55,16903,United Kingdom
564302,47504K,ENGLISH ROSE GARDEN SECATEURS,12,24/08/11 12:00,0.79,15932,United Kingdom
573330,23156,SET OF 5 MINI GROCERY MAGNETS,2,30/10/11 11:22,2.08,16923,United Kingdom
548470,22620,4 TRADITIONAL SPINNING TOPS,12,31/03/11 12:36,1.25,12782,Portugal
578827,21865,PINK UNION JACK  PASSPORT COVER ,1,25/11/11 14:25,4.13,,United Kingdom
571681,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,18/10/11 13:44,4.95,16734,United Kingdom
567612,22558,CLOTHES PEGS RETROSPOT PACK 24 ,12,21/09/11 11:48,1.65,17164,United Kingdom
551516,21067,VINTAGE RED TEATIME MUG,1,01/05/11 11:10,1.25,14800,United Kingdom
560783,23265,SET OF 3 WOODEN TREE DECORATIONS,12,21/07/11 10:24,1.25,15108,European Community
548198,23049,RECYCLED ACAPULCO MAT RED,1,29/03/11 16:05,8.25,16712,United Kingdom
564221,84970l,SINGLE HEART ZINC T-LIGHT HOLDER,5,24/08/11 9:36,2.08,,United Kingdom
566318,22379,RECYCLING BAG RETROSPOT ,50,12/09/11 10:47,1.85,15971,United Kingdom
556812,84915,HAND TOWEL PINK FLOWER AND DAISY,1,14/06/11 17:25,4.13,,United Kingdom
552547,22502,PICNIC BASKET WICKER SMALL,16,10/05/11 10:34,4.95,13098,United Kingdom
558864,21790,VINTAGE SNAP CARDS,12,04/07/11 12:38,0.85,,EIRE
575176,23625,SET 6 CARDS SPARKLY REINDEER 17262,1,08/11/11 18:29,4.99,,United Kingdom
550835,22729,ALARM CLOCK BAKELIKE ORANGE,2,21/04/11 10:52,3.75,15034,United Kingdom
565209,21670,BLUE SPOT CERAMIC DRAWER KNOB,2,01/09/11 16:59,1.45,15910,United Kingdom
574907,23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,6,07/11/11 15:33,3.75,17043,United Kingdom
540943,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,3,12/01/11 12:31,0.85,17841,United Kingdom
579146,22602,RETROSPOT WOODEN HEART DECORATION,1,28/11/11 13:14,0.85,16347,United Kingdom
575640,22188,BLACK HEART CARD HOLDER,4,10/11/11 14:01,3.95,13148,United Kingdom
570282,47504H,ENGLISH ROSE SPIRIT LEVEL ,12,10/10/11 11:20,0.79,13473,United Kingdom
C546647,22832,BROCANTE SHELF WITH HOOKS,-1,15/03/11 13:55,10.75,17419,United Kingdom
548330,20727,LUNCH BAG  BLACK SKULL.,2,30/03/11 13:26,1.65,14810,United Kingdom
541855,22723,SET OF 6 HERB TINS SKETCHBOOK,1,23/01/11 14:59,3.95,13742,United Kingdom
539631,22969,HOMEMADE JAM SCENTED CANDLES,7,20/12/10 15:03,3.36,,United Kingdom
542806,22468,BABUSHKA LIGHTS STRING OF 10,5,01/02/11 11:20,6.75,12836,United Kingdom
577319,23085,ANTIQUE SILVER BAUBLE LAMP  ,1,18/11/11 13:43,10.4,17301,United Kingdom
546136,22722,SET OF 6 SPICE TINS PANTRY DESIGN,3,09/03/11 16:32,8.29,,United Kingdom
568059,23176,ABC TREASURE BOOK BOX ,1,23/09/11 12:58,2.25,13097,United Kingdom
575732,15056N,EDWARDIAN PARASOL NATURAL,6,11/11/11 8:19,5.95,12712,Germany
579854,23199,JUMBO BAG APPLES,2,30/11/11 16:26,2.08,14713,United Kingdom
579187,35095A,BLUE VICTORIAN FABRIC OVAL BOX,1,28/11/11 15:31,0.83,,United Kingdom
572913,85036B,CHOCOLATE 1 WICK MORRIS BOX CANDLE,3,26/10/11 16:21,1.25,15993,United Kingdom
547867,21901,"KEY FOB , BACK DOOR ",10,27/03/11 13:56,0.65,13357,United Kingdom
569637,84978,HANGING HEART JAR T-LIGHT HOLDER,12,05/10/11 12:14,1.25,15757,United Kingdom
574866,47503A,ASS FLORAL PRINT MULTI SCREWDRIVER,24,07/11/11 12:34,0.42,12748,United Kingdom
568567,85087,CANDY SPOT CUSHION COVER,1,27/09/11 18:41,3.29,,United Kingdom
542662,22960,JAM MAKING SET WITH JARS,6,31/01/11 12:10,4.25,18145,United Kingdom
577078,22114,HOT WATER BOTTLE TEA AND SYMPATHY,2,17/11/11 15:17,8.29,,United Kingdom
574076,21934,SKULL SHOULDER BAG,3,02/11/11 15:38,1.63,,United Kingdom
548504,21558,SKULL LUNCH BOX WITH CUTLERY ,1,31/03/11 14:33,4.96,,United Kingdom
580937,22470,HEART OF WICKER LARGE,6,06/12/11 14:13,2.95,16143,United Kingdom
546684,22502,PICNIC BASKET WICKER SMALL,8,16/03/11 9:47,5.95,16152,United Kingdom
578995,22531,MAGIC DRAWING SLATE CIRCUS PARADE  ,4,27/11/11 15:59,0.42,15861,United Kingdom
564818,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,1,30/08/11 12:10,4.13,,United Kingdom
537362,21224,SET/4 SKULL BADGES,5,06/12/10 12:34,1.25,17596,United Kingdom
577409,21169,YOU'RE CONFUSING ME METAL SIGN ,48,20/11/11 10:53,1.45,16779,United Kingdom
549300,22441,GROW YOUR OWN BASIL IN ENAMEL MUG,8,08/04/11 8:21,2.1,13362,United Kingdom
552242,23201,JUMBO BAG ALPHABET,1,06/05/11 19:22,2.08,12748,United Kingdom
543013,84926A,WAKE UP COCKEREL TILE COASTER,1,02/02/11 13:35,2.46,,United Kingdom
564043,21162,TOXIC AREA  DOOR HANGER ,24,22/08/11 12:55,0.39,14414,United Kingdom
545333,22962,JAM JAR WITH PINK LID,2,01/03/11 16:22,1.63,,United Kingdom
553996,21894,POTTING SHED SEED ENVELOPES,12,20/05/11 11:33,1.25,15220,United Kingdom
580311,22279,POCKET BAG BLUE PAISLEY RED SPOT,12,02/12/11 14:48,1.25,18245,United Kingdom
551868,POST,POSTAGE,8,04/05/11 16:29,28,12540,Spain
551158,22971,QUEENS GUARD COFFEE MUG,6,26/04/11 15:00,2.55,16823,United Kingdom
571183,22417,PACK OF 60 SPACEBOY CAKE CASES,2,14/10/11 11:08,0.55,14796,United Kingdom
568716,22753,SMALL YELLOW BABUSHKA NOTEBOOK ,3,28/09/11 16:13,1.63,,United Kingdom
554545,22708,WRAP DOLLY GIRL,25,25/05/11 9:35,0.42,13102,United Kingdom
559910,23188,VINTAGE  2 METER FOLDING RULER,12,13/07/11 14:29,1.65,18245,United Kingdom
560927,23012,GLASS APOTHECARY BOTTLE PERFUME,4,22/07/11 9:55,3.95,13078,United Kingdom
559506,47369B,BLUE GREEN EMBROIDERY COSMETIC BAG,3,08/07/11 15:17,1.63,,United Kingdom
580221,23083,SET 6 PAPER TABLE LANTERN STARS ,12,02/12/11 12:13,3.75,14092,United Kingdom
563928,21929,JUMBO BAG PINK VINTAGE PAISLEY,2,21/08/11 15:17,2.08,17059,United Kingdom
568792,23175,REGENCY MILK JUG PINK ,4,29/09/11 9:53,3.25,18192,United Kingdom
558068,22430,ENAMEL WATERING CAN CREAM,40,24/06/11 15:51,6.5,,United Kingdom
550057,22460,EMBOSSED GLASS TEALIGHT HOLDER,4,14/04/11 12:01,1.25,14606,United Kingdom
543264,21211,SET OF 72 SKULL PAPER  DOILIES,3,04/02/11 16:34,1.45,13069,United Kingdom
541423,22325,MOBILE VINTAGE HEARTS ,1,17/01/11 17:54,3.29,,United Kingdom
C579897,22470,HEART OF WICKER LARGE,-2,01/12/11 8:29,2.95,17636,United Kingdom
569372,22138,BAKING SET 9 PIECE RETROSPOT ,1,03/10/11 16:04,10.79,,United Kingdom
542534,22801,ANTIQUE GLASS PEDESTAL BOWL,4,28/01/11 13:27,3.75,13707,United Kingdom
574310,22979,PANTRY WASHING UP BRUSH,1,03/11/11 16:56,1.45,13467,United Kingdom
577078,21025,SPACE FROG,1,17/11/11 15:17,2.46,,United Kingdom
542241,21136,PAINTED METAL PEARS ASSORTED,8,26/01/11 14:51,1.69,16409,United Kingdom
565784,21791,VINTAGE HEADS AND TAILS CARD GAME ,12,06/09/11 16:02,1.25,15089,United Kingdom
560724,22741,FUNKY DIVA PEN,48,20/07/11 13:55,0.85,16186,United Kingdom
571282,22972,CHILDREN'S SPACEBOY MUG,1,16/10/11 13:24,1.65,15545,United Kingdom
563538,21131,GOLD STANDING GNOME,3,17/08/11 11:48,4.25,17841,United Kingdom
566163,84692,BOX OF 24 COCKTAIL PARASOLS,25,09/09/11 11:48,0.42,12637,France
560845,10133,COLOURING PENCILS BROWN TUBE,20,21/07/11 12:29,0.42,15570,United Kingdom
547358,22439,6 ROCKET BALLOONS ,10,22/03/11 12:25,0.65,15998,United Kingdom
572561,23077,DOUGHNUT LIP GLOSS ,20,25/10/11 8:51,1.25,13652,United Kingdom
575507,22625,RED KITCHEN SCALES,2,10/11/11 10:32,8.5,17197,United Kingdom
540453,22037,ROBOT BIRTHDAY CARD,12,07/01/11 11:54,0.42,13426,United Kingdom
