course_title,course_organization,course_certificate_type,course_time,course_rating,course_reviews_num,course_difficulty,course_url,course_students_enrolled,course_skills,course_summary,course_description
The Science of Well-Being,Yale University,Course,1 - 3 Months,4.9,36.8k,Mixed,https://www.coursera.org/learn/the-science-of-well-being,"4,594,817","['Gratitude', 'Happiness', 'Meditation', 'Savoring']",[],"NEW TEEN VERSION AVAILABLE HERE: https://www.coursera.org/learn/the-science-of-well-being-for-teens
In this course you will engage in a series of challenges designed to increase your own happiness and build more productive habits. As preparation for these tasks, Professor Laurie Santos reveals misconceptions about happiness, annoying features of the mind that lead us to think the way we do, and the research that can help us change. You will ultimately be prepared to successfully incorporate a specific wellness activity into your life.

THE SCIENCE OF WELL BEING WAS PRODUCED IN PART DUE TO THE GENEROUS FUNDING OF THE DAVID F. SWENSEN FUND FOR INNOVATION IN TEACHING.
"
The Science of Well-Being for Teens,Yale University,Course,1 - 3 Months,4.9,360,Beginner,https://www.coursera.org/learn/the-science-of-well-being-for-teens,"118,437",[],"['You will learn what psychological science has to say about living the good life', 'You will engage in evidence-based behaviors proven to boost mood']","A recent survey found that 37% of teens say they have poor mental health. This 6-week course aims to curb this mental health crisis by bringing together the best insights from Dr. Laurie Santos’ popular Yale course Psychology and the Good Life. In this course, you will explore what the field of psychology teaches us about how to be happier, how to feel less stressed, and how to thrive in high school and beyond. The lessons along with short weekly ‘happiness homework’ assignments will ultimately prepare you to put these scientific findings into practice. The ultimate goal is for you to feel better and build healthier habits. Parents, teachers, and other professionals supporting teenagers may also find the course beneficial.
Note: This course does not confer Yale University grade, credit or student status.
 
THE SCIENCE OF WELL-BEING FOR TEENS WAS PRODUCED IN PART DUE TO THE GENEROUS FUNDING OF THE ARTHUR M. BLANK FAMILY FOUNDATION AND THE JOHN TEMPLETON FOUNDATION.
"
The Singer Songwriter,Berklee,Specialization,3 - 6 Months,4.8,4.1k,Beginner,https://www.coursera.org/specializations/singer-songwriter,"22,093","['Music production', 'Ableton', 'Singing', 'Songwriting', 'Guitar']","['The basics of playing the guitar, including chords, scales, strumming and picking patterns.', 'How to sing in your preferred genre and style healthfully, using proper breathing and vocal techniques.', 'Basic songwriting tools and techniques to augment your songwriting.', 'How to record, edit, and mix music productions that include MIDI and audio to create professional sounding recordings of your music.  ']","Do you have a song in your heart that you want to share it with others? In the Singer/Songwriter specialization, you will learn all the skills you need to write, perform, and record your own original music. You’ll begin by learning how to play the guitar to accompany yourself in Guitar for Beginners. You’ll learn how to play chords and scales, as well as strumming patterns and finger picking patterns. In Singing Popular Music, you’ll explore your voice and develop your own personal style. You’ll learn how to sing properly, mastering the correct techniques and breath support. From there, you’ll hone your writing craft, focusing on lyrics. You’ll learn about stressed and unstressed syllables, rhyme schemes, and lyrical phrasing.You’ll also record into a Digital Audio Workstation, focusing on Ableton Live and capturing both MIDI and real instruments into your DAW to record and share your ideas with the world.
Applied Learning Project
In the first course of this specialization, Guitar for Beginners, you will play a song using a lead sheet from start to finish. In Singing Popular Music, you will hone your style and perform a song. By the end of Songwriting: Writing the Lyrics, you will have completed an original song. Finally, you will produce and record your original music using real instruments and MIDI in Introduction to Ableton Live.
"
The Strategy of Content Marketing,"University of California, Davis",Course,1 - 3 Months,4.5,4.2k,Intermediate,https://www.coursera.org/learn/content-marketing,"484,753","['Management', 'Content Marketing', 'Copywriting', 'Writing']",[],"This course is a partnership between the leading content marketing authority, Copyblogger, and UC Davis Continuing and Professional Education. In this course, you will learn the core strategies content marketers use to acquire and retain customers profitably. Specifically, you will learn how to develop, organize and implement a content marketing strategy, analyze and measure the effectiveness of content marketing, write compelling copy, use a strategic framework when writing, and build your professional brand and authority through content marketing. You will also learn how to put the ideas presented to you into action and build your own personal brand through content marketing.
"
"The Sustainable Development Goals – A global, transdisciplinary vision for the future",University of Copenhagen,Course,1 - 4 Weeks,4.8,4.3k,Beginner,https://www.coursera.org/learn/global-sustainable-development,"87,160",[],[],"In 2015, the UN launched the 17 Sustainable Development Goals (SDGs). Adopted by 193 member states, the goals represent an important international step in setting humanity on a trajectory towards sustainable development. Within this course, you will get a historical overview of how sustainability has been understood, as well as a thorough introduction to the SDGs – what they are, how progress can be measured, and how the SDGs are relevant for the management of the global systems supporting humanity. The course will examine how various societal actors are responding to and implementing the SDGs. 
While all of the SDGs are essential to sustainable development, SDG 13, Climate Action, is usually perceived as the most urgent in terms of the need for a swift implementation on a global scale. Therefore, particular focus is given to this SDG. Through the course, you will gain up-to-date knowledge of the current understanding of human impacts on the Earth at the planetary level. Progress towards establishing global management of human interactions with the climate system within the United Nations Framework Convention on Climate Change (UNFCCC) is also discussed.

The course is designed and taught by Professor Katherine Richardson, who is a member of the 15-person panel appointed by the UN General Secretary in 2016 to write the 2019 Global Sustainable Development Report. In each lecture, Katherine interviews experts who provide insights relevant to the topic at hand.
"
The hidden value – Lean in manufacturing and services,École des Ponts ParisTech,Course,1 - 4 Weeks,4.8,772,Beginner,https://www.coursera.org/learn/lean-manufacturing-services,"30,952","['Value Stream Mapping', 'Lean Manufacturing', 'Lean Thinking', 'Lean Methods']",[],"Lean is a powerful methodology that enables managers and employees to shift their mindset and helps companies to keep their business sustainable by creating competitive advantage. Today, in an increasingly complex and dynamic world, where companies struggle to maintain competitive advantage, Lean is more important than ever.
This course combines the experience of many senior experts and practitioners from the Boston Consulting Group and École des Ponts, and brings perspectives on Lean in manufacturing and services. It offers strong topic foundation as well as deep practical insights into the art of continuous improvement.

In this course, you will learn:
- why Lean is a key driver for sustainable competitive advantage
- how different companies can leverage Lean to create value both in manufacturing and services
- what it takes to drive a Lean transformation and build a culture of continuous improvement 
- how new technologies impact traditional lean practices
"
Think Outside the Inbox: Email Marketing,Google,Course,1 - 3 Months,4.8,1.4k,Beginner,https://www.coursera.org/learn/think-outside-the-inbox,"97,239","['Email Writing', 'Email list segmentation', 'Email marketing strategy', 'Email marketing analytics', 'Contact management']","['Understand how email marketing fits into a digital marketing strategy', 'Write effective email copy, subject lines, and preview text', 'Test, execute, and optimize an email marketing campaign', 'Measure and analyze email campaign results']","Think Outside the Inbox: Email Marketing is the fourth of seven courses in the Google Digital Marketing & E-commerce Certificate. This course will explore how to execute a successful email marketing campaign. Email marketing is one of the oldest and most proven digital marketing channels, and it is an essential component of an overall digital marketing strategy. Email is a primary channel for many businesses in reaching existing customers, encouraging interaction with the business, driving purchases, and building loyalty. In this course, you’ll explore email marketing and cover topics like: creating an email marketing strategy, executing email campaigns, and measuring the results of those campaigns. You’ll also learn how to use mailing lists and utilize automation and workflows.
Google employees who currently work in the field will guide you, providing hands-on activities and examples that simulate common digital marketing and e-commerce tasks while showing you some of the best tools and resources used on the job.

Learners who complete the seven courses in this program will be equipped to apply for entry-level jobs in digital marketing and e-commerce. No previous experience is necessary.

By the end of this course, you will be able to do the following: 
- Write effective preview text and subject lines using best practices
- Create email marketing automation and workflows
- Build and maintain email lists
- Write effective email copy
- Conduct contact management and list segmentation
- Employ best practices to handle personally identifiable information, or PII, and user data safely
- Measure and analyze email campaign results
"
Think like a CFO,IESE Business School,Specialization,3 - 6 Months,4.8,5.7k,Beginner,https://www.coursera.org/specializations/thinklikeacfo,"14,114","['Bonds', 'Corporate Finance', 'Dividend Policy', 'Stocks', 'Market Efficiency', 'Dupont Analysis', 'Management Accounting', 'Business Analysis', 'Finance', 'Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet', 'Financial Risk', 'Evaluation', 'Investment']",[],"The Think like a CFO Specialization will help you learn the language of finance. You will gain a firm understanding in Accountability, Operational Finance and Corporate Finance.
By the end of the specialization, you’ll know what questions to ask and how to fit the different pieces together in order to develop a diagnosis and action plan to resolve a company’s financing dilemmas. You will have gain the necessary skills to understand basic concepts and feel comfortable reading, interpreting and discussing financial statements for decision making and you will understand the hey financial issues related to companies, investors, and the interaction between them in the capital markets.
When you complete the Specialization, you’ll be able to better understand both business financial problems to make better decisions and your own personal financial decisions
Applied Learning Project
Learners will need to complete a Quiz of 25 questions related to Principles of Accountability, Operational Finance and Corporate Finance Essentials. Additionally, the students will have to prepare a Cash Flow Statement. Before responding to the quiz, please make sure that you review all the essential concepts and materials showed through the 4 courses that conform the Specializacion. You will need to reach a 80% of correct responses in order to be able to get the Certificate. 
"
Tools for Data Science,IBM,Course,1 - 3 Months,4.5,27.5k,Beginner,https://www.coursera.org/learn/open-source-tools-for-data-science,"417,032","['Data Science', 'Github', 'Python Programming', 'Jupyter notebooks', 'Rstudio']","['Describe the Data Scientist’s tool kit which includes: Libraries & Packages, Data sets, Machine learning models, and Big Data tools\xa0  ', 'Utilize languages commonly used by data scientists like Python, R, and SQL\xa0  ', 'Demonstrate working knowledge of tools such as Jupyter notebooks and RStudio and utilize their various features\xa0\xa0  ', 'Create and manage source code for data science using Git repositories and GitHub.\xa0  ']","In order to be successful in Data Science, you need to be skilled with using tools that Data Science professionals employ as part of their jobs. This course teaches you about the popular tools in Data Science and how to use them. 
You will become familiar with the Data Scientist’s tool kit which includes: Libraries & Packages, Data Sets, Machine Learning Models, Kernels, as well as the various Open source, commercial, Big Data and Cloud-based tools. 

Work with Jupyter Notebooks, JupyterLab, RStudio IDE, Git, GitHub, and Watson Studio. You will understand what each tool is used for, what programming languages they can execute, their features and limitations.  

This course gives plenty of hands-on experience in order to develop skills for working with these Data Science Tools. With the tools hosted in the cloud on Skills Network Labs, you will be able to test each tool and follow instructions to run simple code in Python, R, or Scala.  

Towards the end the course, you will create a final project with a Jupyter Notebook. You will demonstrate your proficiency preparing a notebook, writing Markdown, and sharing your work with your peers.
"
Tools of the Trade: Linux and SQL,Google,Course,1 - 4 Weeks,4.8,1.5k,Beginner,https://www.coursera.org/learn/linux-and-sql,"83,945","['Linux', 'Command line interface (CLI)', 'Bash', 'SQL']","['Explain the relationship between operating systems, applications, and hardware', 'Compare a graphical user interface to a command line interface', 'Navigate and manage the file system using Linux commands via the Bash shell', 'Use SQL to retrieve information from a database']","This is the fourth course in the Google Cybersecurity Certificate. These courses will equip you with the skills you need to apply for an entry-level cybersecurity job. You’ll build on your understanding of the topics that were introduced in the third Google Cybersecurity Certificate course.
In this course, you will explore computing skills that you’ll use on-the-job as a cybersecurity analyst. First, you'll practice using Linux, an operating system commonly used by cybersecurity professionals. For example, you'll use the Linux command line through the Bash shell to navigate and manage the file system and authenticate users. Then, you'll use SQL to communicate with a database. 

Google employees who currently work in cybersecurity will guide you through videos, provide hands-on activities and examples that simulate common cybersecurity tasks, and help you build your skills to prepare for jobs. 

Learners who complete this certificate will be equipped to apply for entry-level cybersecurity roles. No previous experience is necessary.

By the end of this course, you will: 
- Explain the relationship between operating systems, applications, and hardware.
- Compare a graphical user interface to a command line interface.
- Identify the unique features of common Linux distributions.
- Navigate and manage the file system using Linux commands via the Bash shell.
- Use Linux commands via the Bash shell to authenticate and authorize users.
- Describe how a relational database is organized.
- Use SQL to retrieve information from a database.
- Apply filters to SQL queries and use joins to combine multiple tables.
"
Trading Strategies in Emerging Markets,Indian School of Business,Specialization,3 - 6 Months,4.2,2.6k,Beginner,https://www.coursera.org/specializations/trading-strategy,"61,143","['Trading Strategy', 'Algorithmic Trading', 'Financial Ratio', 'Trading']",[],"This Specialization equips individual investors and money managers with the skills required to develop their own trading strategies and test them. When you complete the Specialization, you’ll be ready to apply eight ready-made trading strategies, based on rigorous academic research, that have been shown to be. You’ll also be able to design your own trading strategy, back test it, and measure its performance.
Applied Learning Project
In the capstone project, the learners will be able to design a new trading strategy and evaluate it using the tools learned in the course. They will also be able to integrate it with the existing portfolio and also develop a plan to start a hedge fund.
"
Transforming the Fashion Business,"Parsons School of Design, The New School",Specialization,1 - 3 Months,4.7,414,Intermediate,https://www.coursera.org/specializations/transforming-fashion-business,"10,969","['Fashion Design', 'Fashion Systems', 'Sustainability', 'Holistic Product Lifecyle', 'Retail Management']","['How to develop a fashion business model that incorporates sustainability, experiential methods, collaborations, and serves underrepresented groups.']","In this specialization, you will analyze the fashion business and how it must evolve into a more inclusive, diverse, and equitable manifestation of itself. You’ll explore the “slow fashion” movement, the historical underpinnings of the current fashion system, and imperatives for a more holistic, sustainable future. You’ll look at the design process from the perspective of analytical and statistical trend forecasting and how to bring new strategies and technologies into your design approach, all while maintaining an awareness of social movements and cultural shifts. And finally, you’ll learn how fashion retail can create memorable, immersive, and innovative experiences that help you and your brand stay relevant in an age of increasing competition and shifting consumer models. 
The courses in this specialization bring together a dynamic group of Parsons faculty and leading industry experts who will share their real world experiences and guide you through the knowledge you need to advance your career.
Applied Learning Project
Each course in this specialization is capped with an immersive project where you’ll turn your passion to become a future business leader into a proposed strategy for addressing the challenges in today’s fashion industry. 
For each project, you will be expected to prepare and present a plan for how you would leverage innovations in technology, design, and retail channels in order to solve a critical issue in the current fashion system.
By the end of the specialization, you will be able to:
• Research and innovate a strategy for a holistic approach to fashion design.
• Develop a fashion brand strategy that is inclusive and relevant to today's consumer and encompasses best practices for sustainability.
• Design a contemporary retailing strategy that considers customer experience, omnichannel engagement, operational logistics, and merchandising.
"
Translation in Practice,Nanjing University,Course,1 - 3 Months,4.4,189,Beginner,https://www.coursera.org/learn/translation-in-practice,"40,712",[],[],"This course offers you basic but valuable techniques used by a good translator in the translation between English and Chinese. We’ll discuss what is translation, what is good translation, and learn about how to produce good translations.
All the examples used in this course are taken from the course instructor's own translations of various genres and topics of writing. These examples are elaborated on to show you how to understand the idea, style and tone of the writer, the historical and cultural context of the writing, as well as the explicit and implied meanings of words, the grammatical structures of sentences, and the logic of sentences and paragraphs in order to achieve faithfulness, expressiveness, and elegance in the translation.

After completing this course, you will know what makes a qualified professional translator and acquire the abilities and skills that such a translator needs
"
Troubles du spectre de l'autisme : diagnostic,University of Geneva,Course,1 - 3 Months,4.9,694,Intermediate,https://www.coursera.org/learn/troubles-spectre-autisme-diagnostic,"22,526",[],[],"Qu’est-ce que l’autisme ?
Comment reconnaître l’autisme ?
Peut-on observer des signes d’autisme chez les bébés ? 

Ces questions vous interpellent ? C’est pourquoi nous avons créé ce MOOC qui réunit des experts du Trouble du Spectre de l’Autisme (TSA) et se base sur des faits scientifiquement prouvés. 

Dans ce cours en ligne et gratuit, vous allez comprendre comment se pose un diagnostic de TSA, avec quels outils, et sur la base de quelles observations. Vous apprendrez également à reconnaître les différents signes indicateurs d’un TSA chez les enfants, les adultes, mais aussi chez les bébés. Nous aborderons également ensemble les différentes étapes à suivre lorsqu’on annonce un diagnostic de TSA à une personne ou une famille.

À l’aide d’extraits vidéo, nous vous illustrerons les symptômes de l’autisme et l’utilisation de différents outils. Vous aurez également l’occasion d’entendre les témoignages de parents d’enfants avec un TSA qui racontent leurs premières inquiétudes et leur parcours diagnostique.

Que vous soyez un professionnel tel que médecin, psychologue, éducateur/trice, aide à la petite enfance ou proche aidant, vous trouverez les réponses à de nombreuses questions dans ce MOOC.
"
U.S. Federal Taxation,University of Illinois at Urbana-Champaign,Specialization,3 - 6 Months,4.8,820,Intermediate,https://www.coursera.org/specializations/united-states-federal-taxation,"15,895","['Depreciation', 'Federal Tax Returns', 'Tax Law']",[],"This Specialization introduces the U.S. federal tax system via conceptual and applied material. Learners will be able to apply basic principles to settings involving individuals, corporations, and other business entities, complete key components of major, individual U.S. federal tax returns, and identify tax-related strategies and implications of structuring transactions and organizations.
Applied Learning Project
Courses within this specialization involve multiple projects within each course, including preparing tax returns and real-world applications of tax principles.  In addition, the Capstone for this specialization is comprised of a comprehensive project reflecting key principles of all four foundational courses.  
"
UCI Project Management,"University of California, Irvine",Professional Certificate,3 - 6 Months,4.7,276,Beginner,https://www.coursera.org/professional-certificate/applied-project-management,"1,638","['Schedule', 'Project', 'Program Management', 'Project Planning']",[],"In this flexible, hands-on program, you’ll have the opportunity to attend instructor-led virtual sessions, receive expert feedback on projects, and access career coaching services. Upon completing the 6-month Professional Certificate, you will: 
Have fulfilled the educational requirements of the Project Management Institute’s Project Management Professional (PMP)® credential, and be prepared to pass the PMP® exam
Receive a Professional Certificate issued by the University of California, Irvine and 12 units of continuing education academic credit
Be prepared to confidently direct project initiation, planning, and execution, and to apply proven project management tools at every stake of a project
The PMP® credential is the most important industry-recognized certification for project managers, and is highly valued by employers in every industry.
PMP® credential holders in the U.S. earn about 15% more than non-credentialed peers
More than 500,000 annual job openings list project management as a required skill
Applied Learning Project
This 4-course Professional Certificate is a 6-month, project-based curriculum taught by UCI Division of Continuing Education faculty with in-depth projects and advanced curriculum that satisfy the project management educational requirements of the Project Management Institute’s Project Management Professional (PMP)® credential. The innovative and flexible format of the program has been specifically designed for busy professionals looking to enhance their project management and career opportunities.
"
UI / UX Design,California Institute of the Arts,Specialization,3 - 6 Months,4.7,7.2k,Beginner,https://www.coursera.org/specializations/ui-ux-design,"168,771","['Website Wireframe', 'strategy', 'User Interface Design (UI Design)', 'User Experience (UX)', 'User Research']",[],"The UI/UX Design Specialization brings a design-centric approach to user interface and user experience design, and offers practical, skill-based instruction centered around a visual communications perspective, rather than on one focused on marketing or programming alone. In this sequence of four courses, you will summarize and demonstrate all stages of the UI/UX development process, from user research to defining a project’s strategy, scope, and information architecture, to developing sitemaps and wireframes. You’ll learn current best practices and conventions in UX design and apply them to create effective and compelling screen-based experiences for websites or apps.
User interface and user experience design is a high-demand field, but the skills and knowledge you will learn in this Specialization are applicable to a wide variety of careers, from marketing to web design to human-computer interaction.  
Learners enrolled in the UI/UX Design Specialization are eligible for an extended free trial (1 month) of a full product suite of UX tools from Optimal WorkshopOpens in a new tab. Details are available in Course 3 of the Specialization, Web Design: Strategy and Information Architecture. 
Applied Learning Project
In this Specialization you will participate in several short exercises—both visual and non-visual—to apply acquired knowledge, from organizing and structuring screen-based content, defining goals and strategy, to creating wireframes and visual mockups. By the end of this Specialization, you will have produced a mid-level digital prototype with simulated functionality, as well as a comprehensive plan for a complex website. 
"
Uncommon Sense Teaching,Deep Teaching Solutions,Specialization,1 - 3 Months,4.9,610,Beginner,https://www.coursera.org/specializations/uncommon-sense-teaching-certificate,"3,014","['social-emotional learning', 'online teaching', 'active learning', 'neurodiversity', 'Teaching']","['You’ll discover how to bring out the best from your students in diverse teaching environments, where students often have a wide range of abilities.  ']","The Uncommon Sense Teaching Specialization is a foundational program that prepares you to teach based on leading-edge insights from neuroscience, cognitive psychology, and movie-making. Your instructors have real-world experience in teaching some of the world’s most popular courses, and they bring their background from academia and beyond, including perspectives that could be obtained only from decades of teaching at virtually every level, personal experience with neurodiversity, adventure from the Bering Sea to the South Pole Station in Antarctica, and much more. This specialization gives invaluable insight for:
Teachers—K12, higher ed, adult learning, vocational trainers
College students training to be teachers 
Professors and others who train teachers how to teach
Industry trainers
Coaches
Tutors
Parents, caregivers, and homeschoolers
The Uncommon Sense Teaching Specialization provides a pathway for you to bring your teaching skillset to a higher level by helping you gain the knowledge and skills to level up your career or strengthen your teaching foundation—whoever you might be teaching. 
You can take either MOOC 0 or MOOC 1 first, and enjoy MOOC 2 after MOOC 1.  Enjoy! 
Uncommon Sense Teaching SpecializationOpens in a new tab
 MOOC 0: Teaching OnlineOpens in a new tab
 MOOC 1: Uncommon Sense TeachingOpens in a new tab
 MOOC 2: Uncommon Sense Teaching, Part 2Opens in a new tab
Applied Learning Project
By the end of this specialization, you'll be able to:
Use the animations and illustrations provided in the specialization to develop best practices training sessions for your fellow teachers, and also help your students to learn more deeply and effectively. You'll be a star with the latest insights on learning!   
Make or tweak a working lesson plan using the “Learn It – Link It” lesson plans guideline and blank template provided in the specialization.  You can use this lesson plan to help remind you of key best practices as you are teaching.      
Teach online either ""live"" or via video with confidence that your methods are not only helping students pay attention, but that you are also helping them to more easily grasp the key ideas.
Use techniques from movie-making to help motivate and inspire students, as well as to encourage your students shift and lift their very identity as learners.
"
Understanding Basic SQL Syntax,Coursera Project Network,Guided Project,Less Than 2 Hours,4.7,80,Beginner,https://www.coursera.org/projects/basic-sql-syntax,"6,379",[],['Identify and use correct syntax when writing SQL retrieval queries.'],"In this project you will learn to identify and use correct syntax when writing SQL retrieval queries. Through hands-on activities in SQLiteStudio, you will gain experience with the SQL syntax used to display specific columns, filter for specific rows, and determine the sequence of those columns and rows in query output. Familiarity with SQL syntax is a marketable skill for both Information Technology professionals and non-IT super users.
"
Understanding Clinical Research: Behind the Statistics,University of Cape Town,Course,1 - 3 Months,4.8,3.2k,Beginner,https://www.coursera.org/learn/clinical-research,"157,979","['Clinical Research', 'Statistics', 'Statistical Analysis', 'Statistical Hypothesis Testing']","['How to make sense of statistical results presented in the published literature and research.', 'An overview of widely used statistical analysis techniques and how to interpret their results.']","If you’ve ever skipped over the results section of a medical paper because terms like “confidence interval” or “p-value” go over your head, then you’re in the right place. You may be a clinical practitioner reading research articles to keep up-to-date with developments in your field or a medical student wondering how to approach your own research. Greater confidence in understanding statistical analysis and the results can benefit both working professionals and those undertaking research themselves. 
If you are simply interested in properly understanding the published literature or if you are embarking on conducting your own research, this course is your first step. It offers an easy entry into interpreting common statistical concepts without getting into nitty-gritty mathematical formulae. To be able to interpret and understand these concepts is the best way to start your journey into the world of clinical literature. That’s where this course comes in - so let’s get started!

The course is free to enroll and take. You will be offered the option of purchasing a certificate of completion which you become eligible for, if you successfully complete the course requirements. This can be an excellent way of staying motivated!  Financial Aid is also available.
"
Understanding Einstein: The Special Theory of Relativity,Stanford University,Course,1 - 3 Months,4.9,2.9k,Beginner,https://www.coursera.org/learn/einstein-relativity,"157,745",[],[],"In this course we will seek to “understand Einstein,” especially focusing on the special theory of relativity that Albert Einstein, as a twenty-six year old patent clerk, introduced in his “miracle year” of 1905. Our goal will be to go behind the myth-making and beyond the popularized presentations of relativity in order to gain a deeper understanding of both Einstein the person and the concepts, predictions, and strange paradoxes of his theory. Some of the questions we will address include: How did Einstein come up with his ideas? What was the nature of his genius? What is the meaning of relativity? What’s “special” about the special theory of relativity? Why did the theory initially seem to be dead on arrival? What does it mean to say that time is the “fourth dimension”? Can time actually run more slowly for one person than another, and the size of things change depending on their velocity? Is time travel possible, and if so, how? Why can’t things travel faster than the speed of light? Is it possible to travel to the center of the galaxy and return in one lifetime? Is there any evidence that definitively confirms the theory, or is it mainly speculation? Why didn’t Einstein win the Nobel Prize for the theory of relativity?
About the instructor: Dr. Larry Lagerstrom is the Director of Academic Programs at Stanford University’s Center for Professional Development, which offers graduate certificates in subjects such as artificial intelligence, cyber security, data mining, nanotechnology, innovation, and management science. He holds degrees in physics, mathematics, and the history of science, has published a book and a TED Ed video on ""Young Einstein: From the Doxerl Affair to the Miracle Year,"" and has had over 30,000 students worldwide enroll in his online course on the special theory of relativity (this course!).
"
Understanding Research Methods,University of London,Course,1 - 4 Weeks,4.6,7k,Mixed,https://www.coursera.org/learn/research-methods,"311,288",[],[],"This MOOC is about demystifying research and research methods. It will outline the fundamentals of doing research, aimed primarily, but not exclusively, at the postgraduate level. It places the student experience at the centre of our endeavours by engaging learners in a range of robust and challenging discussions and exercises befitting SOAS, University of London's status as a research-intensive university and its rich research heritage.
The course will appeal to those of you who require an understanding of research approaches and skills, and importantly an ability to deploy them in your studies or in your professional lives. In particular, this course will aid those of you who have to conduct research as part of your postgraduate studies but do not perhaps have access to research methods courses, or for those of you who feel you would like additional support for self-improvement. No prior knowledge or experience in research is required to take this course and as such, the course is for everyone. 

This MOOC draws on a wealth of existing course material developed to support research training across SOAS, University of London and particularly drawing from the Centre for International Studies and Diplomacy (CISD). In 2015, the course was nominated for the prestigious Guardian University Award for its innovative approach to online learning.

Participation in or completion of this online course will not confer academic credit for University of London programmes
"
Understanding child development: from synapse to society,Utrecht University,Course,1 - 3 Months,4.6,258,Beginner,https://www.coursera.org/learn/child-development,"67,217",[],[],"In this course, we dive into the topic of child development. You will learn that child development is complex and is influenced by a surprisingly rich number of factors at many different levels of organization. You will see that development can be studied in various domains and at various levels of understanding, from different angles and disciplines. Importantly, you will come to understand that processes within and between the various domains and levels of organization continuously interact to shape development. This implies that understanding development requires taking an interdisciplinary approach.
In order to help you organize your thinking about this complexity you will learn more about the developmental systems approach and theories related to that. We will look, amongst other things, at the brain and motor development, cognitive, language and social-emotional development and all the factors that have an influence on development.

To illustrate how an interdisciplinary approach helps to understand child development you will see how researchers from various disciplines and backgrounds study child development at Utrecht University. These scientists will give a look in their field of knowledge and their collaboration with colleagues, to illustrate how the theory you will learn translates to practice.

In sum, we invite you to follow us on a journey to understand child development from synapse to society!
"
Understanding the Brain: The Neurobiology of Everyday Life,The University of Chicago,Course,1 - 3 Months,4.9,2.7k,Beginner,https://www.coursera.org/learn/neurobiology,"314,934","['Brain', 'Neurological Disorders', 'Neurobiology', 'Neurology']",[],"Learn how the nervous system produces behavior, how we use our brain every day, and how neuroscience can explain the common problems afflicting people today. We will study functional human neuroanatomy and neuronal communication, and then use this information to understand how we perceive the outside world, move our bodies voluntarily, stay alive, and play well with others.
"
"Unsupervised Learning, Recommenders, Reinforcement Learning",DeepLearning.AI,Course,1 - 4 Weeks,4.9,1.9k,Beginner,https://www.coursera.org/learn/unsupervised-learning-recommenders-reinforcement-learning,"131,435","['Collaborative Filtering', 'Unsupervised Learning', 'Recommender Systems', 'Reinforcement Learning', 'Anomaly Detection']","['Use unsupervised learning techniques for unsupervised learning: including clustering and anomaly detection', 'Build recommender systems with a collaborative filtering approach and a content-based deep learning method', 'Build a deep reinforcement learning model']","In the third course of the Machine Learning Specialization, you will:
• Use unsupervised learning techniques for unsupervised learning: including clustering and anomaly detection.
• Build recommender systems with a collaborative filtering approach and a content-based deep learning method.
• Build a deep reinforcement learning model.

The Machine Learning Specialization is a foundational online program created in collaboration between DeepLearning.AI and Stanford Online. In this beginner-friendly program, you will learn the fundamentals of machine learning and how to use these techniques to build real-world AI applications. 

This Specialization is taught by Andrew Ng, an AI visionary who has led critical research at Stanford University and groundbreaking work at Google Brain, Baidu, and Landing.AI to advance the AI field.

This 3-course Specialization is an updated and expanded version of Andrew’s pioneering Machine Learning course, rated 4.9 out of 5 and taken by over 4.8 million learners since it launched in 2012. 

It provides a broad introduction to modern machine learning, including supervised learning (multiple linear regression, logistic regression, neural networks, and decision trees), unsupervised learning (clustering, dimensionality reduction, recommender systems), and some of the best practices used in Silicon Valley for artificial intelligence and machine learning innovation (evaluating and tuning models, taking a data-centric approach to improving performance, and more.)

By the end of this Specialization, you will have mastered key concepts and gained the practical know-how to quickly and powerfully apply machine learning to challenging real-world problems. If you’re looking to break into AI or build a career in machine learning, the new Machine Learning Specialization is the best place to start.
"
User Experience Research and Design,University of Michigan,Specialization,3 - 6 Months,4.7,2k,Beginner,https://www.coursera.org/specializations/michiganux,"52,910","['User Experience (UX)', 'Prototyping', 'Usability Testing', 'UX Research', 'User Experience (UX)']","[' Understand the basics of UX design and UX research', ' Use appropriate UX research approaches to inform design decisions', ' Design a complete product, taking it from an initial concept to an interactive prototype']","Integrate UX Research and UX Design to create great products through understanding user needs, rapidly generating prototypes, and evaluating design concepts. Learners will gain hands-on experience with taking a product from initial concept, through user research, ideation and refinement, formal analysis, prototyping, and user testing, applying perspectives and methods to ensure a great user experience at every step.
Applied Learning Project
This Coursera specialization in UX Research and UX Design concludes with a capstone project, in which learners will incorporate UX Research and Design principles to design a complete product, taking it from an initial concept to an interactive prototype.
"
